2019-03-15	0	3	2	3	5	14	29	39	30	33	45	31	25	34	27	31	25	19	17	15	9	2	1	1
2019-03-16	0	3	1	2	5	8	8	5	8	12	13	13	10	7	12	10	9	8	12	9	7	0	1	0
2019-03-17	0	0	0	0	5	1	1	1	1	2	1	4	3	1	6	1	2	3	1	3	1	1	3	0
2019-03-18	0	0	0	2	3	18	34	40	37	38	37	33	37	31	27	28	34	28	25	17	8	3	2	2
2019-03-19	2	1	0	2	8	18	30	39	35	39	39	41	29	36	31	32	28	29	21	15	12	4	1	1
2019-03-20	0	2	2	2	9	22	39	37	31	34	37	44	35	49	37	41	35	25	24	18	10	9	3	1
2019-03-21	1	1	1	4	16	20	37	38	42	34	54	42	35	39	42	35	27	25	23	17	10	2	3	1
2019-03-22	3	3	1	8	6	19	34	44	27	48	56	45	37	31	27	24	33	26	32	30	17	5	1	3
2019-03-23	1	0	2	0	5	8	10	6	11	13	15	15	12	21	13	11	10	8	10	14	5	0	0	0
2019-03-24	0	0	0	0	2	1	1	2	1	0	2	2	1	3	3	1	2	2	2	5	0	1	0	0
2019-03-25	0	0	0	2	7	14	32	38	43	41	29	48	30	40	39	35	36	25	22	18	12	2	3	1
2019-03-26	1	1	0	1	4	13	35	32	32	48	38	30	39	36	36	38	40	30	21	19	13	2	2	0
2019-03-27	1	2	0	3	10	24	25	37	39	42	53	47	33	40	33	30	33	31	23	25	14	3	0	1
2019-03-28	1	3	0	2	8	13	48	36	37	38	53	51	46	31	46	43	40	25	28	20	10	5	1	0
2019-03-29	2	1	1	3	7	25	42	33	35	46	38	41	39	40	35	20	33	29	21	26	9	1	3	0
2019-03-30	1	1	1	1	4	6	9	9	12	11	22	18	15	15	7	9	12	11	12	10	3	0	2	0
2019-03-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-01	1	0	0	3	7	19	37	43	41	44	41	35	32	41	35	40	40	26	26	18	11	4	1	0
2019-04-02	1	2	0	2	7	19	37	47	31	40	49	47	24	40	47	38	38	30	29	35	10	2	0	0
2019-04-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-04-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-05-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019-06-13	0	2	2	2	6	27	49	45	41	40	67	56	51	50	35	43	42	24	26	24	12	1	3	2
2019-06-14	0	3	1	5	7	27	49	41	54	56	59	47	50	47	35	32	41	38	26	19	9	2	2	1
2019-06-15	2	1	1	1	5	3	9	4	5	13	15	14	15	14	9	9	8	11	9	9	4	3	0	1
2019-06-16	0	0	1	0	0	2	1	1	1	2	3	9	3	4	1	1	4	8	3	3	2	2	1	1
2019-06-17	0	0	0	0	7	23	29	39	38	47	47	41	39	35	30	31	39	31	26	14	10	1	6	4
2019-06-18	5	1	3	1	5	25	46	39	36	49	43	47	36	49	38	51	45	26	18	21	9	1	4	1
2019-06-19	2	2	2	0	6	22	44	30	41	34	47	46	39	30	31	31	28	30	20	20	7	1	5	2
2019-06-20	1	3	2	2	6	19	40	46	44	45	40	52	42	37	39	30	27	24	23	19	14	3	5	1
2019-06-21	1	1	2	3	7	25	34	43	37	48	43	61	37	44	39	39	41	23	22	24	13	5	1	0
2019-06-22	2	2	1	1	4	8	10	5	10	9	16	17	11	11	13	10	10	14	10	14	3	1	1	0
2019-06-23	1	0	2	0	1	3	2	1	2	4	2	7	6	7	2	5	7	2	1	4	2	1	0	0
2019-06-24	0	0	1	5	4	23	33	39	52	34	39	44	41	38	38	35	41	29	17	25	8	3	2	1
2019-06-25	1	2	1	1	5	21	35	41	43	42	50	48	41	40	32	28	38	35	19	14	8	3	3	2
2019-06-26	0	0	0	2	5	26	44	37	33	47	41	43	43	45	42	39	34	33	22	16	11	0	1	2
2019-06-27	1	4	0	3	6	21	47	42	37	44	38	47	35	45	40	46	40	28	28	19	13	1	2	1
2019-06-28	2	1	1	5	9	21	32	39	53	41	43	48	40	41	40	40	35	36	22	27	10	6	4	1
2019-06-29	0	2	2	0	3	9	10	7	13	10	13	23	22	17	14	12	16	8	12	13	6	4	1	0
2019-06-30	1	3	0	0	0	3	3	0	1	2	2	4	3	3	5	1	6	3	3	3	1	2	1	0
2019-07-01	0	0	0	2	6	21	30	34	41	33	48	39	46	42	36	30	38	38	25	22	6	6	2	0
2019-07-02	2	0	2	1	6	21	42	28	44	51	40	48	51	38	36	42	35	25	28	14	9	3	2	2
2019-07-03	1	2	0	1	6	17	37	42	39	41	40	53	40	48	39	41	41	40	34	18	12	3	2	1
2019-07-04	3	1	1	1	7	19	39	38	27	39	53	42	42	37	43	43	37	27	35	22	12	7	4	3
2019-07-05	1	2	5	2	6	25	32	43	35	48	39	64	39	41	31	36	29	27	22	21	11	3	4	1
2019-07-06	4	1	1	1	2	10	9	7	10	19	20	17	16	22	12	6	15	9	8	12	4	2	1	0
2019-07-07	1	0	0	0	3	1	0	0	2	4	0	8	3	4	3	4	2	5	2	2	3	2	1	0
2019-07-08	0	0	0	4	5	19	33	46	50	43	47	35	42	34	37	37	38	27	25	20	15	4	2	2
2019-07-09	1	3	0	2	5	22	36	63	40	54	59	55	42	45	46	44	39	25	22	18	7	5	1	0
2019-07-10	1	3	1	2	7	19	45	31	46	45	39	61	44	48	39	51	41	27	21	15	13	3	1	1
2019-07-11	2	2	0	2	8	23	34	43	42	50	54	40	43	51	40	35	31	28	27	22	9	5	0	1
2019-07-12	1	1	2	3	5	19	37	49	52	47	45	60	33	44	31	35	43	34	27	20	9	4	2	0
2019-07-13	2	1	1	0	6	8	10	12	13	19	20	18	15	15	10	6	5	11	14	12	4	2	1	6
2019-07-14	0	1	1	0	0	4	1	0	3	1	1	9	9	4	6	2	2	8	3	0	1	2	3	0
2019-07-15	1	0	0	1	4	17	28	48	46	46	41	37	41	45	37	32	35	22	21	19	10	2	1	0
2019-07-16	2	2	0	1	6	17	47	48	51	52	54	30	33	34	32	29	21	24	21	20	7	1	0	1
2019-07-17	1	0	3	3	3	23	47	47	46	39	47	49	32	34	35	28	30	26	23	22	9	3	0	0
2019-07-18	2	2	1	1	12	16	36	37	40	63	43	33	40	36	30	27	41	32	29	22	7	1	1	1
2019-07-19	3	1	4	1	8	18	26	45	44	66	46	44	43	43	29	31	29	20	19	20	9	4	0	0
2019-07-20	0	2	2	1	5	8	13	9	7	13	9	9	11	17	12	11	10	9	11	12	3	0	0	0
2019-07-21	0	1	2	1	1	0	2	1	1	0	4	3	4	9	4	3	5	4	4	0	0	1	1	0
2019-07-22	0	0	1	0	6	17	28	34	26	41	46	43	31	29	19	32	23	25	21	20	8	2	0	1
2019-07-23	0	2	1	1	4	20	42	44	33	52	49	50	37	30	32	32	30	29	22	21	9	3	1	1
2019-07-24	2	2	0	1	7	20	28	37	37	40	42	47	39	32	19	18	21	28	22	19	7	3	2	1
2019-07-25	1	2	0	1	4	17	28	36	26	31	30	42	37	33	38	14	27	18	17	20	12	0	3	1
2019-07-26	1	2	2	4	6	12	20	23	32	42	39	29	31	42	18	22	27	18	19	23	15	2	7	0
2019-07-27	0	0	2	0	2	8	7	8	6	9	15	13	7	11	10	9	14	11	12	15	4	2	0	0
2019-07-28	0	0	1	0	0	3	2	0	2	1	3	5	6	6	4	4	4	7	0	1	1	0	0	0
2019-07-29	0	0	1	1	6	11	18	25	25	38	37	37	28	33	23	15	25	21	17	22	13	3	1	2
2019-07-30	2	2	1	1	8	11	15	29	31	32	27	44	23	25	30	16	24	17	17	20	8	6	1	2
2019-07-31	0	6	0	2	2	12	29	18	22	31	43	37	32	33	20	18	13	23	15	19	14	1	0	1
2019-08-01	1	3	0	2	6	12	20	27	22	28	45	24	23	36	29	22	21	19	18	19	9	1	0	1
2019-08-02	1	3	1	2	5	11	19	28	35	43	34	37	24	27	20	19	18	18	16	17	7	7	3	2
2019-08-03	1	1	1	2	7	5	10	5	5	10	15	12	14	14	14	8	12	8	10	14	4	2	1	0
2019-08-04	1	0	0	1	1	2	0	1	2	2	6	4	3	7	3	4	1	2	1	4	0	2	0	1
2019-08-05	0	0	1	2	4	9	21	28	20	34	32	34	27	30	30	21	16	20	19	17	7	5	0	1
2019-08-06	2	2	1	0	6	14	14	22	28	27	29	26	26	24	18	26	20	22	16	16	9	1	0	0
2019-08-07	2	1	2	1	4	15	19	21	22	22	25	28	21	22	19	19	21	18	15	23	11	1	0	0
2019-08-08	2	3	1	0	5	9	17	23	23	29	27	36	19	28	25	24	20	17	17	17	10	1	2	1
2019-08-09	2	2	1	4	3	12	13	21	23	40	28	34	17	17	24	13	20	44	14	16	7	3	3	1
2019-08-10	3	1	0	0	4	6	8	6	8	12	13	10	13	11	14	11	12	12	11	14	6	1	0	1
2019-08-11	0	1	0	0	0	1	2	1	4	1	4	7	0	3	5	7	6	6	1	3	1	1	1	2
2019-08-12	0	0	1	1	7	13	21	20	21	25	33	21	32	24	27	21	21	17	17	16	8	0	0	2
2019-08-13	1	0	0	2	7	10	14	26	30	27	27	30	28	34	22	25	22	18	13	19	9	1	2	3
2019-08-14	2	3	0	1	7	13	21	24	28	31	34	51	28	24	28	11	15	17	14	17	9	7	0	6
2019-08-15	0	2	0	0	0	4	1	4	5	3	4	5	0	2	3	9	2	7	2	1	0	4	0	1
2019-08-16	0	0	1	1	9	11	16	17	27	34	37	36	23	31	29	19	24	19	16	18	6	2	3	0
2019-08-17	2	1	2	0	5	5	9	5	10	11	15	10	11	12	14	8	7	10	8	14	2	1	0	1
2019-08-18	0	0	0	0	2	2	0	1	4	2	3	4	7	3	4	1	2	2	3	4	1	1	0	0
2019-08-19	0	0	0	3	4	18	20	41	37	44	40	35	34	36	33	27	26	16	23	18	6	0	2	0
2019-08-20	3	2	0	3	5	16	34	27	40	43	38	30	38	35	27	33	38	35	22	20	8	7	1	0
2019-08-21	0	1	0	0	6	16	31	32	32	44	52	45	40	31	28	29	32	20	20	26	8	4	1	0
2019-08-22	1	0	1	0	5	16	35	50	35	36	45	58	51	36	26	35	34	28	23	19	8	2	1	0
2019-08-23	0	2	1	2	7	11	27	38	47	47	60	49	34	36	32	31	33	17	19	21	11	2	4	1
2019-08-24	1	1	0	1	4	5	8	9	11	12	17	13	12	16	13	12	12	11	12	15	5	3	3	0
2019-08-25	0	1	0	1	0	1	0	1	2	3	2	7	7	8	3	3	4	7	0	6	6	2	2	0
2019-08-26	1	2	2	1	9	19	36	34	37	43	49	44	38	43	33	37	28	18	25	17	14	2	2	1
2019-08-27	0	1	1	1	7	20	27	39	36	42	29	34	32	27	29	28	27	26	22	16	11	3	3	2
2019-08-28	0	2	1	3	8	18	35	28	41	44	56	42	32	30	33	28	42	22	19	27	10	4	1	2
2019-08-29	1	0	3	2	6	21	33	34	28	37	26	49	32	54	39	45	28	22	26	24	8	2	2	1
2019-08-30	0	2	1	2	8	16	34	26	32	48	43	44	40	41	37	26	24	29	21	19	13	6	1	1
2019-08-31	0	2	6	3	5	6	9	15	8	13	18	12	6	13	10	10	11	15	12	11	5	2	1	0
2019-09-01	1	1	0	0	2	0	1	2	1	3	9	10	11	5	2	5	3	5	3	2	1	1	1	1
2019-09-02	0	1	4	1	4	17	32	37	29	34	34	34	33	37	20	40	28	20	22	23	11	3	0	2
2019-09-03	2	1	2	0	6	28	31	46	31	42	32	35	34	46	30	34	37	34	22	22	10	2	2	0
2019-09-04	1	3	1	0	7	21	36	40	29	44	44	37	32	35	28	26	30	24	19	19	8	4	3	0
2019-09-05	3	1	3	0	6	28	39	36	32	38	42	44	32	46	31	35	36	21	22	20	10	2	1	0
2019-09-06	2	2	1	2	5	30	45	41	44	62	54	51	42	48	38	46	31	40	28	18	15	4	4	0
2019-09-07	1	1	1	2	4	4	11	11	8	10	14	15	9	14	6	8	12	7	13	13	3	2	1	0
2019-09-08	0	0	0	1	1	0	3	1	1	6	4	5	7	8	3	1	2	2	3	5	3	1	1	0
2019-09-09	1	0	2	1	8	18	43	51	49	58	60	44	35	44	41	38	35	34	23	20	11	1	2	0
2019-09-10	3	0	0	2	6	23	33	43	47	51	46	37	40	36	44	43	32	28	25	27	14	2	3	1
2019-09-11	1	3	1	0	5	15	39	37	39	48	55	59	37	51	39	34	34	29	21	22	10	2	2	1
